,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
204,Will Zach LaVine be traded? What about DeMar DeRozan or Alex Caruso? Latest Chicago Bulls news about the NBA trade deadline.,-0.100028857588768,"The NBA trade deadline is fast approaching, and the Chicago Bulls will be sellers. Here’s what to know about the likeliest players to be traded — and where they might land.",0.1456625735736452,Julia Poe,0.08273678677505814
205,WNBA changes Commissioner’s Cup format with each team playing 5 games over a 2-week period,-0.05938209721352905,"The WNBA is changing its Commissioner’s Cup format, playing half as many games and contesting them all during a two-week period in early June.",0.17092078237328678,Doug Feinberg,0.08371337060816586
206,"Cubs Convention 2024: Ricketts family and business panels are out, while more autograph sessions are added",-0.04983658995479345,The Chicago Cubs have made changes to the programming for the 2024 Cubs Convention.,0.07964436413021758,Meghan Montemurro,0.11416605558770243
207,"Providence wrestler Tommy Banas, who also boxes, breaks through as a freshman. ‘It’s just all glory if you win.’",-0.04630192078911932,Providence freshman Tommy Banas has a 22-3 record at 126 pounds in his rookie varsity season and has already won two tournament titles.,0.08580161613645032,Patrick McGavin,0.09017609403235838
208,"Columbia College reaches tentative agreement with part-time faculty, ending historically long strike",-0.03457496274495497,The deal will be submitted for a ratification vote this week by the Columbia Faculty Union. Classes have already ended for the fall.,0.06292311797733419,Zareen Syed,0.011518501720274799
209,"Veronica Bafia, the team’s only senior, leads the way for Lockport. ‘The other players feed off that energy.’",-0.043052713153883815,Veronica Bafia finished with nine points and seven rebounds during a 46-35 loss in the Oak Lawn Holiday Tournament championship game.,0.0885629445547238,Gregg Voss,0.09360106906387955
210,"Chicago weather: Blustery winds, scattered snow showers expected Monday. Roads could be slippery.",-0.0014962968416512012,"The weather service predicts isolated snow showers before 5 p.m., with temperatures falling to about 28 degrees by 1 p.m. Overnight, temperatures will fall into the lower 20s.",0.07354343733459245,Rebecca Johnson,0.11620945212780498
211,"Migrant boy, 5, dies during shelter stay after medical emergency, police say",0.031831730739213526,"Jean Carlos Martinez Rivero, 5, was staying at a shelter in Pilsen when he was transported to a hospital and died, police said",0.09017346608743537,Jake Sheridan,0.1023648147820495
212,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0882763636764139,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.2018244123319164,From Staff Reports,0.12498320377562777
213,"Woman arrested after 1-year-old boy dies from child abuse in Grand Crossing, police say",-0.01720435853349045,"A woman was arrested Sunday evening after a 1-year-old boy died from child abuse injuries in Grand Crossing, according to Chicago police",0.08593888313043863,Rebecca Johnson,0.19127613172167912
214,"Jury to finally start deliberating in ex-Ald. Ed Burke corruption case, but not until lengthy instructions are read",-0.11376778459816705,"After five weeks of testimony, early 40 witnesses, more than 100 secret recordings, two COVID-related delays and about 16 hours of closing arguments, the jury in the corruption trial of former Chicago Ald. Ed Burke will begin deliberating",0.2092362232724554,"Jason Meisner, Ray Long, Megan Crepeau",0.15352631118003046
215,"Travelers warned to be prepared for traffic on roads, crowds at airports this holiday season",-0.05835568450856954,"According to statistics compiled by the AAA – The Auto Club Group, nearly 6 million Illinoisans will travel 50 miles of more this holiday season, an increase of 2.5% over a year ago.",0.11719162401277572,David Sharos,0.04311640065861866
216,"Eric Montross, a former North Carolina and NBA big man, dies at 52 after cancer fight",-0.10850795014994219,The family of former North Carolina and NBA big man Eric Montross says he has died after a cancer fight. He was 52.,0.1297671610955149,Chicago Tribune,0.18007872465386754
217,"Love it or hate it, self-checkout is here to stay. But it’s going through a reckoning",-0.055538795539177954,"Self-checkout, first tested in supermarkets in the late 1980s, gained momentum 20 years ago. But grocers ramped it up even more three years ago to address the pandemic-induced severe labor shortages.",0.13427834957838058,Anne D'Innocenzio,0.06589150387480913
218,Flooding drives millions to move as climate-driven migration patterns emerge,-0.04316725011449307,"Flooding is driving millions of people to move out of their homes, limiting growth in some prospering communities and accelerating the decline of others, according to a new study.",0.05230743536958471,Michael Phillis and Camille Fassett,0.10562685740296729
219,The Era of Big Taxes Is Upon Us...,-0.025790745858103037,"With debt more expensive, rich countries are turning to voters and businesses to pay for growing spending needs",0.043102774245198816,Tom Fairless,0.09973265224834904
220,Daywatch: Will ex-Ald. Ed Burke get a Christmas wish or a lump of coal?,-0.07823369657853618,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.16424002267012838,Chicago Tribune staff,0.129855225677602
221,Chicago Bears are running out of bounce-back opportunities. Brad Biggs’ 10 thoughts on the Week 15 meltdown.,-0.07920025612111203,"At 5-9, with playoff hopes minuscule, the Chicago Bears are running out of bounce-back opportunities. Finishing could be a project for the offseason ahead.",0.15692863066215068,Brad Biggs,0.12396502123010578
222,Bulls’ Ayo Dosunmu adds layers to his game while staying true to himself. ‘You can tell he’s from Chicago by the way he plays.’,-0.05499048484489322,"Ayo Dosunmu focused on adding layers to his finishing and pace of play over the offseason. Now, the Chicago Bulls are seeing the benefits.",0.16475388553226367,Julia Poe,0.13714118720963597
223,"College football’s transfer portal adds another challenge for coaches: First recruit players, then retain them",-0.026799267856404185,"College football recruiting may start in the homes of high school players, but more than ever it never really stops once they are on campus.",0.18054388707969338,"Pete Iacobelli, John Zenor",0.10447786914664903
224,Daniel Johnson: US soldiers at risk of suffering brain injuries from their own weapons,-0.011313553783111274,"Traumatic brain inju­ries caused by explosions and other hazards during military service have been linked to mental health issues, including suicide.",0.09323235574993305,Daniel Johnson,0.06688654230674729
225,Sheldon H. Jacobson: An important holiday gift that everyone should consider giving,-0.06890531186945736,The best gift one can offer people who we care about is our time and our attention.,0.08349187520798296,Sheldon H. Jacobson,0.06633614427846624
226,Editorial: Here’s how the IRS whistleblower revealed the flaws of the US tax code. He still committed a serious crime.,-0.05250127281760797,So how did the IRS tax returns of the super-rich get revealed to the media? A plea agreement has some fascinating facts and reminds us of the need to fund the IRS.,0.06843632200161665,The Editorial Board,0.12746857237652875
227,"Laura Washington: When the jury decides the fate of ex-Ald. Ed Burke, let’s hope his buddies are listening",-0.05277660414503771,I hope ex-Ald. Ed Burke's friends were doing more than glad-handing. Have they heard about the feds’ monumentally successful history?,0.033699188737045915,Laura Washington,0.08836710977629991
228,"‘Tripledemic’? Local medical experts urge vaccination as COVID, flu and RSV hospitalizations spike nationwide",-0.02973981376271695,The CDC is issuing an “urgent need” to raise vaccination coverage against all three viruses.,0.11227489996235818,Angie Leventis Lourgos,0.03423956874758005
229,"From unmanned kayaks to old-school dragnets, biologists try new approaches to remove invasive carp from Illinois waterways",-0.05705666384892538,"750,000 pounds of silver carp were removed from the Illinois River over 10 days in what officials believe to be a record for freshwater harvest in the country.",0.0970326712122187,Adriana Pérez,0.051983347395434976
230,Letters: Chicago wants to fix something that isn’t broken - selective enrollment schools,-0.06199462653603405,"As a graduate of one of these high schools, I can attest that making these institutions open admissions would be a disastrous act of self-sabotage.",0.15688840083021205,Chicago Tribune,0.11416564291357645
231,Ask Amy: Readers should put ‘A Book on Every Bed’,-0.06932260585017502,"Dear Readers: For the past 14 years, I have devoted one December column entirely to the idea of giving books to children on Christmas morning (or whatever wintertime holiday you celebrate).",0.15633862274262356,Amy Dickinson,0.1760584664880298
232,Biden’s Drug-Price Boomerang,-0.017477160785347223,Prices are rising faster since the IRA passed. Here’s why.,0.014652346260845661,The Editorial Board,0.03197029931470752
233,China’s Millionaires Are Worried. That’s a Problem for Wall Street.,-0.05250732903368771,Big banks joined the race to serve China’s wealthy. That business has come under pressure.,0.0408341761212796,"Elaine Yu, Rebecca Feng",0.016881880583241582
234,"Darnell Mooney’s Hail Mary drop will make the Chicago Bears’ lowlight reel, but far more went wrong for the offense",-0.07651641516713426,"There were more memorable bad plays than good ones, but Darnell Mooney and wide receiver DJ Moore both supported Justin Fields when asked whether he should be the team’s quarterback beyond this season.",0.12602750869700685,Colleen Kane,0.12152878288179636
235,Oil Gains; Red Sea Ship Attacks Raise Concerns,-0.009057051909621805,,0.03465224150568247,nan,0.0328644597902894
236,"Charles ‘Corky’ Goodman, Chicago businessman, philanthropist, advocate for Jewish causes, dies at 90",-0.06299250957090408,"He participated in the development of the city of Jerusalem and the Operation Exodus movement, which helped relocate more than a million Jews from Eastern Europe to Israel.",0.07350064464844763,Bob Goldsborough,0.09913016227073967
237,‘Devastating’: The Chicago Bears’ latest loss — with another blown lead in Cleveland — may cut the deepest,-0.06551346016931348,The NFL’s unofficial 24-hour rule isn’t one-size-fits-all. Thus the Chicago Bears will have to live through the nightmare of replaying Sunday’s 20-17 late collapse in all its gory detail.,0.11734550216351636,Dan Wiederer,0.14169361372478306
238,"Chicago Blackhawks continue to take the lead and then lose, this time 4-3 to the Vancouver Canucks",-0.007347643957473338,"For the fifth time in the last six games, the Chicago Blackhawks scored first. But they couldn't hold the lead and fell to the visiting Vancouver Canucks, 4-3.",0.23925925372168422,Phil Thompson,0.18772263548453338
239,"Baker Mayfield throws for 381 yards, 4 touchdowns, Buccaneers keep pace in NFC South by beating Packers 34-20",-0.033289802668150514,"Baker Mayfield threw for 381 yards and four touchdowns, and the Tampa Bay Buccaneers won their third straight, 34-20 over the Green Bay Packers.",0.099097433310817,Steve Megargee,0.051734734035562724
240,U.N. Calls for Investigation of Deaths at Hospital Israel Says Was Hamas Command Center,0.020554193964926526,"Israeli military says it detained militants, found weapons at Kamal Adwan Hospital, where staff say patients died from lack of water, other supplies",0.15697373915463686,Saeed Shah,0.051492118669557385
241,No. 16 Illinois men’s basketball leads from wire to wire in a 74-57 pasting of Colgate,-0.04708804009715095,Coleman Hawkins scored 16 points and Quincy Guerrier and Marcus Domask each scored 15 to help No. 16 Illinois lead from start to finish in a 74-57 victory over Colgate.,0.17564887311891653,Steve Stein,0.15688549017068
242,"Kyle McCord, the former Ohio State QB, will transfer to Syracuse, while ex-Illinois RB Reggie Love is headed to Purdue",-0.023805109507520683,Kyle McCord is the latest transfer addition for new Syracuse coach Fran Brown.,0.10624305804958567,Associated Press Staff,0.08206177338433918
243,"‘Wonka’ waltzes to $39 million opening, propelled by Timothée Chalamet’s starring role",-0.04945697879884392,"“Wonka” debuted with $39 million in box office sales in U.S. and Canadian theaters over the weekend, according to studio estimates Sunday.",0.13445388665422797,Jake Coyle,0.11812575203657616
244,Notre Dame unveils a Muffet McGraw statue outside Purcell Pavilion before blowing out Purdue 76-39,-0.06110841405461542,"Muffet McGraw retired in 2020 after 33 years as Notre Dame women's basketball coach with 936 wins, nine trips to the Final Four and national championships in 2001 and 2018.",0.09998255979735404,Associated Press Staff,0.14208717949077254
245,New York Times Staffers Form Journalistic ‘Independence Caucus’ Amid Concerns Over Union’s Actions,-0.00867479358566925,Times journalists have been at odds with NewsGuild over its involvement in issues ranging from the Israel-Hamas conflict to the outlet’s transgender coverage,0.029763998347334564,Alexandra Bruell,0.04925396977341734
246,Sculptor Richard Hunt dies at 88. His work made an outsized impression in Chicago and across the country.,-0.0377965444495203,"In Chicago, in addition to the Ida B. Wells monument, Hunt recently completed the sculptural model for a monument to Emmett Till, titled “Hero Ascending,” to be installed at the Woodlawn home where Till lived with his mother.",0.06321968535485212,Chicago Tribune staff,0.1590198020749085
247,Week 15 photos: Chicago Bears at Cleveland Browns,-0.07745133410207927,"Photos from the Week 15 game between the Chicago Bears and Cleveland Browns on Dec. 17, 2023, at Cleveland Browns Stadium.",0.18490130273858085,nan,0.08692458855512086
248,"Body found inside burning car in Bridgeport identified as 15-year-old boy, medical examiner’s office says",-0.04356389679014683,"Before a 15-year-old boy was found inside the trunk of a burning car in Bridgeport, he was shot to death, according to the Cook County medical examiner’s office.",0.14895732107106596,Rebecca Johnson,0.053366824984550476
249,"Teenage boy charged with first-degree murder for killing 2 in Chicago Lawn, police say",-0.03547960289870389,A 16-year-old boy was charged with two felony counts of first-degree murder in the shooting deaths of a teenage boy and 65-year-old man outside their Southwest Side home.,0.12272674986161292,Rebecca Johnson,0.12537408212665468
250,"2 men injured, 1 critically, after shooting on CTA Red Line train, police say",-0.011468437151052058,"Two men are hospitalized, one in critical condition, after a shooting Saturday night on a CTA Red Line train in the Loop, according to Chicago police.",0.1767673393478617,Rebecca Johnson,0.08457364566856995
251,"Boy, 13, injured in South Chicago shooting, police say",-0.06850509793730453,"A 13-year-old boy was injured in an early Sunday morning shooting in South Chicago, according to Chicago police.",0.1381734535098076,Rebecca Johnson,0.1602056345436722
252,"Arena Lanes, Clancy’s Pizza Pub plan earlier alcohol sales in Oak Lawn",-0.046241485339123756,Business were losing customers to neighboring communities that serve earlier.,0.040638779872097075,Hank Sanders,0.06775724817998707
253,Jeffrey Epstein Never Stopped Abusing Women. His VIP Circle Helped...,0.003774447337491438,A WSJ investigation shows Epstein continued ensnaring young women for abuse after his 2008 conviction. This is their story of what happened.,0.12375351641094312,Khadeeja Safdar,0.06944135410594754
254,Chicago Bears at Cleveland Browns: Everything you need to know about the Week 15 game before kickoff,-0.11909275036305189,The 5-8 Chicago Bears will play the 8-5 Cleveland Browns at Cleveland Browns Stadium in a Week 15 matchup. Here’s what you need to know before kickoff.,0.22964753782434855,Colleen Kane,0.143802300808602
255,Column: Will the Chicago Cubs have to do more with less under Craig Counsell? Takeaways from a lukewarm hot stove league.,-0.03679022137657739,"Hot stove takeaways: Waiting on a signing grows on impatient Cubs fans, and a baseball lifer shows us how to react after you've said something ""stupid.""",0.11412333126645535,Paul Sullivan,0.02845199260627851
256,"Buy Now, Pay Later Keeps People Spending—Without Credit Agencies Knowing",0.005035746551584452,Consumers are flocking to installment loans for everything from groceries to laser eye surgery,0.03540976147633046,Angel Au-Yeung,0.06031751805130625
257,日産、中国製ＥＶを輸出へ　研究開発で清華大と共同研究所,-0.0006960267201066017,"日産自動車<a href=""https://jp.reuters.com/markets/companies/7201.T"" target=""_blank"">(7201.T)</a>は１７日、中国で開発した電気自動車（ＥＶ）を輸出する計画を明らかにした。",-0.017436007037758827,ロイター編集,0.01719912327826023
258,Editorial: America’s university presidents sure need their winter breaks. Let’s hope they’re reevaluating everything.,-0.027887192205525935,A reckoning has come for America's university presidents. Let's hope they use their winter breaks to refocus their campuses.,0.08671656019396323,The Editorial Board,0.0423495628638193
259,"Evictions in Cook County have caught up to pre-pandemic levels. The lack of affordable housing and rising costs are to blame, experts say",-0.03931565012317151,This is the first year since the pandemic that the number of enforced evictions — those that are carried out by the sheriff’s office under a court order — at residential rental properties in Cook County have caught up to 2019 levels.,0.13484830924426205,Lizzie Kane,0.11306616407819092
260,Vaughn Bryant and Arne Duncan: Violence prevention work is reducing shootings in Chicago. Let’s scale it,-0.11343193989887368,Chicago can celebrate two years in a row of declining gun violence. Violence prevention is very likely a causal factor helping reduce shootings.,0.09698618847232865,"Vaughn Bryant, Arne Duncan",0.11203359398496104
261,Editorial: Happy holidays? The Fed and bond markets are giving us reasons to be optimistic for the future,-0.037235347321256995,"At long last, interest rates are falling, and the Fed signals more of that to come. It's reason to be optimistic about 2024.",0.14757979832938872,The Editorial Board,0.04787811300775502
262,Pointers for purchasing the right poinsettia this holiday season,-0.04513180558569729,Poinsettias are traditional Christmas plants that can last throughout the season and beyond with proper care.,0.06520028285740409,Tim Johnson,0.03039258942590095
263,Letters: The Bears stink because other teams spend their money better,-0.07216467960097361,The Bears don’t stink because the Packers and Chiefs outspend them. They stink because every other team spends their money better.,0.09866622416302562,Chicago Tribune,0.04049350647255778
264,"Cloutless in the jury room, will ex-Ald. Ed Burke get a Christmas wish or a lump of coal?",-0.05149748918483965,"Ex-Ald. Ed Burke's legacy will be decided behind closed doors, inside a back room he cannot enter, and where he cannot wield his legendary clout",0.08627387371961959,"Ray Long, Jason Meisner, Megan Crepeau",0.10836039573769085
265,Storer H. Rowley: Extremists on both sides of Israel-Hamas War are determined to kill a two-state solution,-0.0600153016494005,"President Joe Biden needs to start working forcefully now to outline a two-state solution for Israel and Palestine, and build support for it.",0.09788314619800076,Storer H. Rowley,0.06444563863624353
266,Cook County court clerk getting boost in reelection bid from her government employees,-0.08959939928172389,"Since Iris Martinez became clerk, 52 circuit court clerk employees have contributed more than $45,000 to Martinez’s three campaign funds. Of those employees, 22 received promotions or significant raises in their clerk jobs just months — sometimes days — befor…",0.07539648021338508,A.D. Quig,0.1305116143048508
267,Ask Amy: Family is stressed by elder’s inaction,-0.04565531725529581,"Dear Amy: My mother-in-law is 80 and insists on living in her own house. She expects us to help with her house. Anytime anything breaks, needs fixing or work needs to be done, she expects us to tend to the issue.",0.10392541148758028,Amy Dickinson,0.15433889359701425
268,Chinese Tourists Are Back. They Just Aren’t Shopping Like Before.,-0.01210161013295874,Rise of ‘China’s Instagram’ and swing in preferences are driving selfie travel and hurting retailers,0.058597058407031,Natasha Khan,0.0514906058087945
269,Jimmy Butler’s buzzer-beater denies the Chicago Bulls a sweep in Miami. 6 takeaways from the 118-116 loss to the Heat.,-0.10246217146050185,The Chicago Bulls could not complete a two-game sweep of the host Miami Heat as Jimmy Butler hit a walk-off shot for a 118-116 victory Saturday.,0.07386238209437579,Julia Poe,0.09483589645242319
270,Agenda Hangs in Balance as Tough Election Year Approaches...,-0.11857877194415778,"Agenda Hangs in Balance as Tough Election Year Approaches...

 
 
 
 (Third column, 2nd story, link)

 

 

 
 Related stories:REPORT: Obama thinks Biden could LOSE the White House...
BALZ: Young voters unenthusiastic about Joe...",0.2004394741379656,Annie Linskey,0.09685676483786665
271,WMVP-AM weekday afternoon co-host and former Chicago Bears player Tom Waddle buys Long Grove mansion for $1.5M,-0.01737191659049131,The purchase came more than five months after Waddle and his wife sold their five-bedroom mansion in Lake Forest for $3.1 million.,0.06914967528427951,Bob Goldsborough,0.14641611599654425
272,WMVP-AM weekday afternoon co-host and former Chicago Bears player Tom Waddle buys Long Grove mansion for $1.5M,-0.01737191659049131,The purchase came more than five months after Waddle and his wife sold their five-bedroom mansion in Lake Forest for $3.1 million.,0.06914967528427951,Bob Goldsborough,0.14641611599654425
273,Celebrated Chicago sculptor Richard Hunt dies at age 88,-0.03897910041268915,"The renown self taught sculptor created pieces to several prominent Chicago residents, including Ida B. Wells and Emmett Till.",0.0992127483477816,William Lee,0.13583546527661383
274,No. 25 Northwestern rebounds from ugly loss to defeat DePaul 56-46,-0.04746283797067008,"Led by Nick Martinelli’s 16 points, the Northwestern Wildcats defeated the DePaul Blue Demons 56-46 on Saturday at Wintrust Arena.",0.06164372095372528,Associated Press staff,0.15153995831497014
275,4 Chicago Blackhawks prospects and a coach’s son make the U.S. World Junior team,-0.08279089245479554,"4 Chicago Blackhawks prospects are headed to the IIHF World Junior Championship in Sweden, including 2023 first-round draft pick Oliver Moore. “This is going to be an important tournament for him.”",0.15763158586923964,Phil Thompson,0.17313227565318812
276,Jake Browning rallies the Cincinnati Bengals to a 27-24 win over the Minnesota Vikings,-0.03691081260330975,"Tee Higgins made a savvy goal-line move to score a touchdown and force overtime, and Evan McPherson made a 29-yard field goal to seal the Cincinnati Bengals’ 27-24 victory over the Minnesota Vikings.",0.09833260126470122,Associated Press staff,0.1017827829637099
277,"City has lost all communication about migrant drop offs since new penalties, official says",-0.026092010200954974,Mayor Brandon Johnson's deputy chief of staff said bus drivers bringing migrants have found alternative ways to get migrants into the city following recent harsher penalties against rogue drivers.,0.23029472242342308,Nell Salzman,0.22174270750838332
278,Chicago Blackhawks rally around rookie Kevin Korchinski after the death of his father: ‘We’re here for him’,0.018551138462498784,"The Chicago Blackhawks stopped in Saskatoon, Saskatchewan, to attend the funeral of rookie defenseman Kevin Korchinski’s father, Larry.",0.11711029021535069,Phil Thompson,0.12612694106064737
279,Bally’s Chicago to go to a 24/7 operation next week,-0.020123793503444176,Bally’s Chicago has been limited to a 20-hour daily schedule since opening its temporary casino Sept. 9.,0.07367512641940266,Robert Channick,0.07683214711141773
280,"Migrants flown to Chicago from Texas on chartered flights, officials say",-0.023529351863544434,Migrants were flown to Chicago from Texas on a chartered flight Tuesday night in the state’s latest effort to ship people to the sanctuary city after buses carrying migrants have been penalized.,0.16184850910212845,Nell Salzman,0.19199841795489192
281,"Justin Fields, Jaylon Johnson address their uncertain futures with the Chicago Bears — what we learned at Halas Hall",-0.0584042813279666,"Chicago Bears CB Jaylon Johnson isn’t dead set on testing the free agent market in March if the team approaches him with a suitable offer before then. ""I just couldn't see myself anywhere else.""",0.14068174951535184,Dan Wiederer,0.09497793795162579
282,"Justin Fields, Jaylon Johnson address their uncertain futures with the Chicago Bears — what we learned at Halas Hall",-0.0584042813279666,"Chicago Bears CB Jaylon Johnson isn’t dead set on testing the free agent market in March if the team approaches him with a suitable offer before then. ""I just couldn't see myself anywhere else.""",0.14068174951535184,Dan Wiederer,0.09497793795162579
283,"Indiana underestimated Medicaid cost by nearly $1 billion, new report says",-0.07615458914733608,"Indiana’s initial estimate for Medicaid expenses is nearly $1 billion short of its now-predicted need, state lawmakers learned in a report that ignited concern over the state’s budget and access to the low-income healthcare program.",0.15362392069073394,Isabella Volmert,0.07693096449656878
284,Supreme Court will hear challenge to EPA ‘good neighbor’ rule limiting downwind power plant pollution in 10 states,-0.04391450633556815,"The high court put off a decision on whether to halt enforcement of the rule Wednesday, allowing it to stay in effect at least until after it hears arguments during its February session.",0.031076722632860765,Mark Sherman,0.0630532036338991
285,Jury exits after second full day of deliberations in corruption trial of former Ald. Ed Burke,-0.005762387656432111,Jurors in the racketeering trial of ex-Ald. Edward Burke were sent home Wednesday evening after deliberating all day without reaching a verdict,0.10678054823802086,"Jason Meisner, Ray Long, Megan Crepeau",0.09464323412976228
286,President Joe Biden touts economic progress during Milwaukee visit,-0.09254208370111883,"Wisconsin was among the most competitive states in Joe Biden’s 2020 election win over Donald Trump and will likely be key to his reelection hopes in 2024. Trump is the leading contender for the Republican presidential nomination, and the party is hosting its …",0.13150081865023822,Aamer Madhani and Chris Megerian,0.1318874655116815
287,The checkered history of the poinsettia’s namesake and the flower’s origins get new attention,-0.060502358406665735,"Nearly 200 years after the plant with the bright crimson leaves was introduced in the U.S., attention is once again turning to the poinsettia’s origins and the checkered history of its namesake, a slaveowner and lawmaker who played a part in the forced remova…",0.1431767920148559,Morgan Lee,0.07568690816697199
288,"College football signing day: Who is headed to Notre Dame, Illinois, Northwestern and NIU — plus incoming and outgoing transfers",-0.11325522453989834,"College football's early signing period — which has, in reality, become the main signing period — opened Wednesday and continues through Friday.",0.1463322191266343,Chicago Tribune staff,0.15191895035968628
289,"To Avoid Central America, They Are Taking Treacherous Sea Route...",-0.020131155790295452,,0.015018664300441742,www.wsj.com,0.030750581878237426
290,Afternoon Briefing: Donation to Winnetka Park District could rival that of billionaire,-0.06914675305597484,"Good afternoon, Chicago. Here's what is happening today.",0.07944903755560517,Chicago Tribune staff,0.1138460457441397
291,New Year’s Eve fireworks will light up Chicago Riverwalk and Navy Pier,-0.08034286231850274,"Midnight fireworks will ring in 2024 downtown and on Navy Pier. Expect the display to be big, and also to close some bridges.",0.13653209706535563,Doug George,0.06385062451590784
292,"Lorne Donaldson, who coached Jamaica to the World Cup round of 16, is the new Chicago Red Stars coach",-0.1029349573655054,"Under new Chicago Red Stars coach Lorne Donaldson’s tutelage, Jamaica went on a historic run in the World Cup last summer, becoming the first Caribbean nation to advance to the round of 16.",0.22359733819030225,Meghan Montemurro,0.19692514448979637
293,Live from the jungle: Migrants become influencers on social media,0.008759915130212903,"Today, migrants are the producers of an enormous digital almanac of the trek to the United States, documenting the route and its pitfalls in such detail that, in a few stretches, people can find their way on their own, without smugglers.",0.13835894593830744,Julie Turkewitz,0.09480770301888697
294,"5 takeaways from the Chicago Blackhawks’ 3-2 upset of the Colorado Avalanche, including Connor Bedard’s savvy moves",-0.07376456866040826,"The Chicago Blackhawks coughed up another lead, but Lukas Reichel was key to the comeback with one of his strongest games yet.",0.22515830700285733,Phil Thompson,0.15165446692844853
295,Local labor board officials uphold Portillo’s union election results after company challenges,-0.017303449101746082,Portillo's food preparation staff in Addison voted 28 to 20 to unionize in April.,0.06898704561172053,Talia Soglin,0.05657887665438466
296,"Man, 28, robbed overnight by crew of 3 in silver sedan on Northwest Side, cops say",-0.007308229221962392,"Around 12:10 a.m., the victim was approached by armed robbers in the 5200 block of West Hirsch Street who demanded his property.",0.04804789015906863,Deanese Williams-Harris,0.019067395944148302
297,Amazon delivering $87 million data center to Portage’s north side,-0.07759697159053758,Amazon is planning to open an $87 million data center in the Ameriplex complex on Portage’s north side.,0.09534839242405724,Doug Ross,0.08609194912423845
298,"Swedish holiday traditions kept alive at Chellberg Farm every December with music, food",-0.017280177329666913,"In the mid to late 1800s when Swedish immigrants, such as the Chellberg family, arrived in Northwest Indiana, they brought along with them many special Christmas traditions. On Saturday, Chellberg Farm was packed with people of all ages, touring the home and …",0.13630025752354413,Deena Lawley-Dixon,0.1495088500669226
299,"Little Village man charged in August fatal shooting on Southwest Side, police say",-0.06545938865747303,"Alex Rodriguez of the 3000 block of West 40th Place was accused of fatally wounded another man, 54, on August 16.",0.1207430096983444,Chicago Tribune,0.10165668130503036
300,Terry Savage: Student loan forgiveness deadline approaches,-0.028763614827767015,"The fast-approaching deadline for the One Time IDR Account Adjustment is Dec 31, 2023, and you can manage the entire process online at StudentAid.gov.",0.05188338008701976,Terry Savage,0.08566613737639273
301,"2 boys, 14, charged in Tuesday night armed robbery of older teen on Cottage Grove Avenue on South Side, cops say",-0.04795937874587253,"Two 14-year-old boys were charged in a Tuesday armed robbery of another teenage boy on Cottage Grove Avenue on the South Side, Chicago police said.",0.08664010328357108,Deanese Williams-Harris,0.09495096851605922
302,Photos: Rocky Wirtz honored with bar at United Center,-0.033251360000576824,"Rocky’s Bar, in honor of the late Blackhawks chairman Rocky Wirtz, has opened near section 119 at the United Center in Chicago.",0.038296391925541684,Chris Sweda,0.042000820161774755
303,"Rocky’s Bar opens in United Center, honoring late chairman Rocky Wirtz with craft cocktails and mini hot dogs",-0.07914155334583484,"Patrons who want to drink like the late Rocky Wirtz can order an extra-cold martini with blue cheese olives, hold the vermouth.",0.08730394403391983,Ilana Arougheti,0.022988303535385057
304,"Rocky’s Bar opens in United Center, honoring late chairman Rocky Wirtz with craft cocktails and mini hot dogs",-0.07914155334583484,"Patrons who want to drink like the late Rocky Wirtz can order an extra-cold martini with blue cheese olives, hold the vermouth.",0.08730394403391983,Ilana Arougheti,0.022988303535385057
305,Chicago Bulls forward Torrey Craig will be sidelined 8-10 weeks with a right foot injury,-0.12412970786681399,The Chicago Bulls expect veteran forward Torrey Craig to miss at least the next two months because of an acute sprain of his plantar fascia.,0.0913265214767307,Associated Press Staff,0.0882627347818925
306,Harvard Health: How healthy is sugar alcohol?,-0.02996115921996534,"If you are trying to cut back on added sugar, you might be tempted by products advertised as low sugar, no sugar, or sugar-free.",0.13826205721125007,"Matthew Solan, Harvard Health Blogs",0.030956987728131935
307,"55-year-old pedestrian critically injured after being struck twice, once by hit-and-run driver on Northwest Side, cops say",-0.0413404856226407,"At about 1 a.m., the victim was attempting to cross the roadway in the 4100 block of West Irving Park Road when he was struck by a gray pickup truck that continued driving east and fled the scene, police said.",0.038785663404269144,Deanese Williams-Harris,0.10419015376828611
308,Daywatch: Chicagoans of the Year announced,-0.07804981811204925,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.1358247398165986,Chicago Tribune staff,0.128369742189534
309,"Troops Older: 'Physically, I Can't Handle This'...",-0.006441589677706361,Corruption and fear are hindering effort to rebuild army,-0.0028351412911433727,www.wsj.com,-0.010111319366842508
310,He Stole Hundreds of iPhones and Looted People's Life Savings. Here's How...,-0.010067504248581827,,0.0033685135567793623,www.wsj.com,0.036222177906893194
311,The NFL's Millennial Coach Tackles New Problem: Gen Z...,-0.0029039413202553988,,0.055140017764642835,www.wsj.com,0.024295616836752743
