Row Number,Publisher,Title,Author,Description,URL,Published At
134,Chicago Tribune,Former Cook County Land Bank employee gets a year in prison for fraud,Jason Meisner,A former manager at the Cook County Land Bank Authority was sentenced to a year in prison Friday for using straw buyers to fraudulently purchase and resell blighted properties,https://www.chicagotribune.com/news/criminal-justice/ct-cook-county-land-bank-authority-former-manager-federal-fraud-sentence-20231215-xuhdwahyy5awdpywelfsw5l66a-story.html,2023-12-15T22:21:21Z
135,Chicago Tribune,"Walter Liefeld, Biblical scholar and teacher at Deerfield divinity school, dies",Bob Goldsborough,"Walter L. Liefeld was one of the first full-time faculty members at Trinity Evangelical Divinity School, where he taught classes on the New Testament for 31 years.",https://www.chicagotribune.com/news/obituaries/ct-walter-liefeld-obituary-20231215-7y6ssob4bbbzziccoh4fon7byy-story.html,2023-12-15T21:56:04Z
136,Chicago Tribune,5 things to watch in the Chicago Bears-Cleveland Browns game — plus our Week 15 predictions,"Colleen Kane, Dan Wiederer",Myles Garrett and the Cleveland Browns pass rush should be a major factor against Justin Fields and the Chicago Bears on Sunday in Cleveland.,https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-cleveland-browns-20231215-jwo6g3jjdbamzcpfnt3g3azcpy-story.html,2023-12-15T21:52:00Z
137,Chicago Tribune,"Matthew Perry died from effects of the drug ketamine, according to autopsy report",Andrew Dalton,An autopsy report on “Friends” star Matthew Perry says he died from the acute effects of the anesthetic ketamine.,https://www.chicagotribune.com/news/ct-aud-nw-matthew-perry-cause-of-death-20231215-rgvxztohsng4hcowbxcqgosmbi-story.html,2023-12-15T21:51:12Z
138,Chicago Tribune,Jury awards $148 million in damages to two Georgia election workers over Rudy Giuliani’s 2020 election lies,Lindsay Whitehurst and Alanna Durkin Richer,A jury has awarded $148 million in damages to two former Georgia election workers who sued Rudy Giuliani for defamation over lies he spread about them in 2020 that upended their lives with racist threats and harassment.,https://www.chicagotribune.com/news/criminal-justice/ct-aud-nw-giuliani-georgia-election-trial-20231215-5nbz3ii5kvdu5jmsnn6up5nime-story.html,2023-12-15T21:33:36Z
139,The Wall Street Journal,Is Watching a Movie the New Reading a Book?,Jason Gay,"In a zero attention span world, spending two hours locked in on a film feels like a trip to the spa",https://www.wsj.com/lifestyle/is-watching-a-movie-the-new-reading-a-book-3bbaf256,2023-12-15T20:58:38Z
140,Chicago Tribune,Afternoon Briefing: Burke’s defense renews attack on alderman-turned-FBI mole,Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-dec15-20231215-iieyktqmcjampagjqqw6o53s3i-story.html,2023-12-15T20:05:04Z
141,The Wall Street Journal,"Election '24: You Asked for It, America...",wsj,The prospect of a Biden-Trump rematch shows how far U.S. democracy has fallen—and we have no one to blame but ourselves.,https://www.wsj.com/politics/election-2024-you-asked-for-it-america-8028bc04,2023-12-15T20:00:03Z
142,Chicago Tribune,"Listen up. Josh Hibbett quietly begins to emerge for Larkin, which gets its first win. ‘Figuring some things out.’",Paul Johnson,A third quarter like Josh Hibbett put together Thursday in the Royals’ 60-52 win over East Aurora is one of many steps in the right direction.,https://www.chicagotribune.com/suburbs/aurora-beacon-news/sports/ct-abn-bbk-eaur-larkin-st-1217-20231215-4qc6g5cncjddblpuszgml5hvwi-story.html,2023-12-15T19:37:35Z
143,The Wall Street Journal,Auto Workers Had a Great Year. But Can It Continue?,Kristin Dziczek,"After decades of decline, the UAW scored big victories in 2023. Here’s what to watch for in 2024.",https://www.wsj.com/business/autos/united-auto-workers-2023-e12c1400,2023-12-15T19:26:35Z
144,The Wall Street Journal,E-Signature Company DocuSign Explores a Deal,"Laura Cooper, Ben Dummett, Lauren Thomas",Suitors for the $11 billion company could include private equity and technology firms,https://www.wsj.com/business/deals/e-signature-company-docusign-explores-a-deal-1bbbc848,2023-12-15T18:42:00Z
145,Chicago Tribune,"Only a sophomore, Amare Pryor gets into act for Bloom. And Division I schools are noticing the ‘pure bucket.’",Jeff Vorva,Amara Pryor showed Thursday night why Division I schools are already after him with 12 points for Bloom in a 56-46 win over Thornwood.,https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-bbk-thnwd-bloom-st-1217-20231215-eriaol4yebhrrc4jo27byj6xai-story.html,2023-12-15T18:14:43Z
146,Chicago Tribune,I’ve watched dozens of cheesy holiday rom-coms this year. Here are 5 good ones.,Kayla Samoy,"These five new romantic comedies hit the right balance of cheesy, cringy and Christmas charm.",https://www.chicagotribune.com/entertainment/ct-ent-christmas-romantic-comedies-2023-20231215-x3odvystnjhxzkmttoqpdr6kse-story.html,2023-12-15T18:00:01Z
147,Chicago Tribune,Richton Park man in custody after shooting outside Tinley Park fitness center,Mike Nolan,"A man is hospitalized after being shot five times outside L.A. Fitness in Tinley Park, and a Richton Park man is in custody.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-tinley-park-fitness-club-shooting-st-1217-20231215-zoqyg7wq3vftbdwr6to5uabuyy-story.html,2023-12-15T17:53:52Z
148,Chicago Tribune,Los Angeles Chargers fire coach Brandon Staley and GM Tom Telesco in midst of disappointing 5-9 season,Joe Reedy,Coach Brandon Staley and general manager Tom Telesco were fired by the Los Angeles Chargers on Friday morning after one of the worst losses in franchise history.,https://www.chicagotribune.com/sports/breaking/ct-chargers-fire-coach-gm-20231215-moscw37niff6lnirzc6vsacacu-story.html,2023-12-15T17:38:46Z
149,Chicago Tribune,Aaron Rodgers ‘looks normal’ at practice as New York Jets QB attempts to return from torn left Achilles tendon,Dennis Waszak Jr.,Aaron Rodgers took more steps in his comeback from a torn left Achilles tendon. Coach Robert Saleh said the 40-year-old quarterback “pushed it a little bit” at practice.,https://www.chicagotribune.com/sports/breaking/ct-aaron-rodgers-achilles-20231215-pvyidbhvybaxtcd2oqmufgx4ru-story.html,2023-12-15T17:36:19Z
150,Chicago Tribune,David McGrath: The Christmas gift every teacher craves,David McGrath,"As a Chicago high school teacher, it was a challenge to get everyone committed to serious learning, until I assigned ""The Outsiders.""",https://www.chicagotribune.com/opinion/commentary/ct-opinion-chicago-vocational-high-school-classroom-christmas-gift-20231215-4l6iesoqlrcftlfn22iyqch7iy-story.html,2023-12-15T17:18:13Z
151,Chicago Tribune,Neuqua Valley’s Mia Serra likes to ask questions. Aspiring detective proves she can provide answers too.,Matt Le Cren,"Neuqua Valley’s Mia Serra, who wants to be a homicide detective, brings energy to the court whether she starts or comes off the bench.",https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-gbk-mia-serra-st-1217-20231215-jbozukhypbe5heybncmyn6redy-story.html,2023-12-15T17:13:50Z
152,The Wall Street Journal,Weight-Loss Drugs Like Ozempic Help With Losing Weight—and Potentially Much More,Angela Fitch,"Ozempic, Wegovy, Mounjaro and Zepbound have become household names. And for good reason.",https://www.wsj.com/health/healthcare/weight-loss-drugs-ozempic-814160bc,2023-12-15T17:05:14Z
153,Chicago Tribune,Illinois NAACP president apologizes for saying migrants are rapists and likening them to ‘savages’,Robert McCoppin,Teresa Haley's had criticized support newly arrived migrants were receiving while Blacks in need were not getting similar help.,https://www.chicagotribune.com/news/breaking/ct-illinois-naacp-migrants-apology-20231215-7hqslhftinadtj6cd6hr5znzui-story.html,2023-12-15T17:04:09Z
154,Chicago Tribune,"Crown Point’s Will Clark, the 2023 Post-Tribune Football Player of the Year, is ‘something to be seen’",Michael Osipoff,"Will Clark spearheaded Crown Point’s historic run to the Class 6A state final, earning honors as the top linebacker in Indiana.",https://www.chicagotribune.com/suburbs/post-tribune/sports/ct-ptb-fbl-will-clark-st-1217-20231215-tv7w6t5m7rgshgynpp6dcd6wfe-story.html,2023-12-15T16:42:35Z
155,Chicago Tribune,DeMar DeRozan says he’s committed to the Chicago Bulls amid contract negotiations: ‘I love it here. None of that has changed.’,Julia Poe,DeMar DeRozan reiterated his eagerness to remain with the Chicago Bulls despite lack of movement in contract extension negotiations.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-demar-derozan-contract-20231215-vhrmytukvnfdfmojmjmicpdoqq-story.html,2023-12-15T16:27:26Z
156,Chicago Tribune,Los Angeles Dodgers have tentative deal for Tyler Glasnow from Tampa Bay Rays — but it’s subject to a new contract,Beth Harris,The Los Angeles Dodgers have agreed to a tentative trade with the Tampa Bay Rays to acquire right-hander Tyler Glasnow and outfielder Manuel Margot for pitcher Ryan Pepiot and outfield prospect Jonny Deluca.,https://www.chicagotribune.com/sports/breaking/ct-tyler-glasnow-trade-20231215-tkqlg43jz5eyvb3q26zbcz32jm-story.html,2023-12-15T16:07:12Z
157,Chicago Tribune,"Teenage boy charged in November robberies on CTA train, cops say",Deanese Williams-Harris,"A 17-year-old boy was charge in two robberies that happened in late November on a CTA train, cops said.",https://www.chicagotribune.com/news/breaking/ct-robberies-cta-boy-charged-20231215-rfhdqnrs3vgu3de575i3fodsha-story.html,2023-12-15T15:25:52Z
158,Chicago Tribune,Grayslake Central’s Jayden Hall wakes up at 5 a.m. to ‘work on my craft.’ Rising early is paying dividends.,Sam Brief,Jayden Hall knew this season would be his time to take on the mantle for Grayslake Central and is making the most of the opportunity.,https://www.chicagotribune.com/suburbs/lake-county-news-sun/sports/ct-lns-bbk-jayden-hall-st-1216-20231215-lnmrs3ilebeipc4y4vcfrwkupy-story.html,2023-12-15T15:06:09Z
159,Chicago Tribune,Ex-Ald. Ed Burke defense to continue closing arguments at corruption trial,"Jason Meisner, Megan Crepeau, Ray Long",Defense attorneys in ex-Ald. Ed Burke’s corruption case are slated to continue their closing arguments Friday morning.,https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-day-23-closing-arguments-20231215-6ks7p54fxrecpoym4crwsjoxf4-story.html,2023-12-15T14:51:32Z
160,The Wall Street Journal,NOONAN: What Universities Have Done to Themselves...,www.wsj.com,,https://www.wsj.com/articles/what-universities-have-done-to-themselves-antisemitism-hearing-dei-woke-history-abf4901b,2023-12-15T14:00:03Z
161,The Wall Street Journal,Why Race to Replace George Santos Will Matter in '24...,www.wsj.com,Democrats and Republicans are using the February special election to test their approach to winning in suburban battlegrounds next fall,https://www.wsj.com/politics/elections/why-the-race-to-replace-george-santos-will-matter-in-2024-383434d8,2023-12-15T14:00:03Z
162,The Wall Street Journal,Workout and Blood Draw: Longevity Treatments Come to Gyms...,www.wsj.com,,https://www.wsj.com/health/wellness/gym-longevity-clinic-membership-02b2f33a,2023-12-15T14:00:03Z
163,Chicago Tribune,Mayo Clinic Q&A: Are all calories created equal?,"Tara Schmidt, Mayo Foundation for Medical Education and Research","While a calorie may be a calorie when it comes to the mathematical equation of weight loss, there’s more to it.",https://www.chicagotribune.com/people/health/mayo-clinic-qa-all-calories-created-equal-20231215-a75xicvk2bchzkmr35fkrw5374-story.html,2023-12-15T14:00:00Z
164,Chicago Tribune,Ask the Builder: What your electrician probably didn’t do,Tim Carter,It’s important to realize you can wire a house according to all the tenets found in the most recent edition of the National Electrical Code but the wiring job may not be perfect.,https://www.chicagotribune.com/real-estate/ask-the-builder-what-electrician-probably-didnt-do-20231215-vygruvdvhbh7fn3z6txnurid7y-story.html,2023-12-15T14:00:00Z
165,Chicago Tribune,"Armed robbers hit restaurant Thursday night in Portage Park neighborhood, cops say",Deanese Williams-Harris,"Three armed robbers entered an open restaurant Friday night on the northwest side in the Portage Park neighborhood and made off with cash from the register, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-armed-robbers-strike-friday-night-20231215-7mlrapnqkjarbmavidnjywxf4a-story.html,2023-12-15T13:58:56Z
166,Chicago Tribune,"Person discovered in trunk of vehicle set on fire overnight in Bridgeport neighborhood, Chicago police said",Deanese Williams-Harris,"Shortly after 2 a.m. Friday, officials were called to an alley in the 3700 block of South Parnell Avenue where firefighters extinguish the fire and found an unidentified victim in the trunk, police said.",https://www.chicagotribune.com/news/breaking/ct-homicide-person-trunk-20231215-2fnvb3b4qbgqrcnmtvs2h56r2m-story.html,2023-12-15T13:34:04Z
167,Chicago Tribune,Notre Dame lacrosse recruit Shannon Earley returns to Benet basketball and gets reacquainted with ‘orange round thing’,Matt Le Cren,"Benet senior Shannon Earley didn’t play basketball last season, but coach Joe Kilbride happily welcomed her back, with good reason.",https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-gbk-benet-earley-st-1215-20231215-ke3hnmr52ng7hmyq3pyv4gywca-story.html,2023-12-15T13:32:49Z
168,Chicago Tribune,Chicago Blackhawks are ‘pissed off’ after a disastrous 7-1 loss. 5 takeaways from ‘a terrible game’ versus the Seattle Kraken.,Phil Thompson,"The Chicago Blackhawks’ road trip ends on a down note with a 7-1 loss to the Seattle Kraken. “We need a restart here,” said coach Luke Richardson.",https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-seattle-kraken-takeaways-20231215-fqi3v47kdrc77dqq4n7sthifh4-story.html,2023-12-15T13:25:33Z
169,Chicago Tribune,Does Nazareth’s Mary Bridget Wilson get overlooked? Only until she ‘gets all up in your grill.’,Matt Le Cren,"Mary Bridget Wilson’s Nazareth teammates have fun playing with her. Playing against her, however, is a different story.",https://www.chicagotribune.com/suburbs/la-grange/sports/ct-dlg-gbk-mb-wilson-tl-1221-20231215-rxxmnxiy4ba4fecfkcx6ffuewy-story.html,2023-12-15T13:16:29Z
170,Chicago Tribune,Daywatch: Court vacates convictions for Illinois’ longest-serving exonerees,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231215-3eo5ucze3jgslhzdjf3j5cqmdy-story.html,2023-12-15T12:29:13Z
171,The Wall Street Journal,Fight Over Ukraine Aid Drags On After Door to EU Membership Cracks Open...,www.wsj.com,,https://www.wsj.com/world/europe/fight-over-ukraine-aid-drags-on-after-door-to-eu-membership-cracks-open-7f459083,2023-12-15T12:00:03Z
172,Chicago Tribune,"Chicago Bears Week 15 storylines: Justin Fields’ well-timed test, DJ Moore’s ‘Slim Shady’ magic and some ‘In the hunt’ perspective",Dan Wiederer,Chicago Bears QB Justin Fields has his chance to further validate the improvements he has made. Sunday's test is no joke — in Cleveland against a nasty Browns defense and the Bears needing to a win to keep their playoff hopes for from disintegrating.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-justin-fields-dj-moore-20231215-babrzaigifbatnun4i6e6iq2ym-story.html,2023-12-15T12:00:00Z
173,Chicago Tribune,Carlos Tortolero: It’s showtime. The arts must be a catalyst for our democratic principles,Carlos Tortolero,"In my journey, I have seen too many arts groups “play it safe” and remain quiet, but artists need to speak up for democracy before it's too late.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-art-democracy-fighting-facism-20231215-gl3qkrcnmbbh5lwc6kxospfz5a-story.html,2023-12-15T11:00:00Z
174,Chicago Tribune,"As police stations are cleared, some migrant families are separated, volunteers and migrants say",Nell Salzman,"As of Thursday morning, just 89 migrants remained at one police station, with an additional 232 at O’Hare and Midway airports, according to city records, down from a peak of about 3,800 combined earlier this fall.",https://www.chicagotribune.com/immigration/ct-migrants-decompression-family-separations-20231215-bs2nq7mun5b4fndijdgd74nkgq-story.html,2023-12-15T11:00:00Z
175,Chicago Tribune,Uri Dromi: Gaza will need a Marshall Plan of its own to rebuild,Uri Dromi,"If some parts of Gaza today look like the European cities after World War II, then the situation also calls for a New Marshall Plan for Gaza.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-gaza-humanitarian-crisis-20231215-jg6auywsozd5rghzsj3wabvuzu-story.html,2023-12-15T11:00:00Z
176,Chicago Tribune,Elizabeth Shackelford: COP28’s climate success isn’t nearly enough,Elizabeth Shackelford,"COP28 has proven that, while coordinating global consensus around fighting climate change is necessary, it’s far from sufficient.",https://www.chicagotribune.com/opinion/commentary/ct-column-cop28-isnt-enough-climate-change-20231215-7qhhoas5fvfxfoush7sll6xw6e-story.html,2023-12-15T11:00:00Z
177,Chicago Tribune,"As instigator in residence, ShaDawn Battle will focus on Chicago’s ‘footwork’ dance for National Public Housing Museum",Darcel Rockett,The nonprofit museum chose the South Side native as its newest Artist as Instigator for her research into the footwork dance culture.,https://www.chicagotribune.com/people/ct-national-public-housing-musem-artist-residency-battle-footwork-1130-20231215-vsta2pb6n5alfire5zclmwo4pq-story.html,2023-12-15T11:00:00Z
178,Chicago Tribune,Editorial: Commonwealth Edison did not deserve the record-shattering delivery rate hike they wanted,The Editorial Board,"Com Ed got sent back to the drawing board Thursday by the Illinois Commerce Commission, which rejected its proposal. Good.",https://www.chicagotribune.com/opinion/editorials/ct-editorials-commonwealth-edison-electricity-rates-illinois-commerce-commission-20231215-yjgb6jl3ejallg3vwkkv5c3vna-story.html,2023-12-15T11:00:00Z
179,Chicago Tribune,Letters: Never has Columbia College contemplated turning into a for-profit school,Chicago Tribune,"Never has the administration contemplated, as union leadership claims, turning Columbia College Chicago into a for-profit school",https://www.chicagotribune.com/opinion/letters/ct-letters-vp-121523-20231215-3geysmn76nb65i4q5uzr4i5eqe-story.html,2023-12-15T11:00:00Z
180,Chicago Tribune,"As the holidays approach, community leaders offer advice for engaging kids in volunteering",Alysa Guffey,"Searches for service and volunteering opportunities hit a peak each year during the months of November and December during the winter holiday season, community leaders say.",https://www.chicagotribune.com/news/ct-children-friendly-volunteering-holidays-20231215-vwsoihqwcbhdlacxtvrt7475se-story.html,2023-12-15T11:00:00Z
181,Chicago Tribune,"Things to do around Chicago: ‘Merry Chicago,’ a musical Grinch and holiday blues",Chicago Tribune staff,"It’s all holidays, all the time around Chicago this weekend, including the opening of the annual holiday concert by the CSO.",https://www.chicagotribune.com/entertainment/ct-ent-what-to-do-chicago-dec16-20231215-mfsipm5fcrgafk6ncmgqxgl6rm-story.html,2023-12-15T11:00:00Z
182,The Wall Street Journal,Convenience Stores Would Rather Sell You Pizza Instead of Gas,Jinjoo Lee,Chains such as Circle K and Casey’s General Stores are seeing appetizing margins from selling food,https://www.wsj.com/business/hospitality/convenience-stores-would-rather-sell-you-pizza-instead-of-gas-a9172fa3,2023-12-15T10:54:28Z
183,Chicago Tribune,Ask Amy: I don’t want to host family for holidays when they are sick,Amy Dickinson,Dear Amy: Can I ask my daughter-in-law not to come here when anyone in the family is sick?,https://www.chicagotribune.com/advice/ask-amy-dickinson-20231215-4oh5u42t7zeolaqpjvd6ezpqrm-story.html,2023-12-15T09:30:00Z
184,Chicago Tribune,Ayo Dosunmu steps in — and up — for the injured Alex Caruso. 5 takeaways from the Chicago Bulls’ win over the Miami Heat.,Julia Poe,"The Chicago Bulls snapped a 2-game losing streak, defeating the Miami Heat 124-116 on Thursday night, but guard Alex Caruso was injured early in the first quarter.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-miami-heat-20231215-uy36z62g7zh4znfxua3ldpotua-story.html,2023-12-15T04:49:31Z
185,Chicago Tribune,"Return to Seattle is ‘surreal’ for Chicago Blackhawks center Ryan Donato, but the obstacles he has faced are familiar",Phil Thompson,"Ryan Donato returned to Seattle's Climate Pledge Arena for the first time since becoming a Chicago Blackhawk, and he dived back into old habits.",https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-ryan-donato-20231215-eh273yhppzf35dpo73is44ydiu-story.html,2023-12-15T01:43:39Z
186,Chicago Tribune,Chicago Board of Ed votes to shift priorities from school choice to neighborhood schools,Sarah Macaraeg,"The plan to end what some call “cycles of inequity” doesn't indicate any immediate changes for CPS charter, magnet or selective enrollment schools.",https://www.chicagotribune.com/education/ct-cps-magnet-selective-enrollment-schools-20231215-hz3pm4bt65cmnjevqmc3ucteiu-story.html,2023-12-15T01:34:26Z
187,Chicago Tribune,Chicago begins impoundment of ‘rogue’ migrant buses as new ordinance toughens penalties,"Nell Salzman, Jake Sheridan","A bus carrying migrants was impounded Wednesday, hours after the City Council passed an ordinance tightening restrictions on them.",https://www.chicagotribune.com/immigration/ct-migrant-rogue-buses-impound-20231215-q7udktivoneqlnkguv5qng7k3i-story.html,2023-12-15T01:10:14Z
188,Chicago Tribune,Supreme Court declines to put hold on Illinois gun ban,Jeremy Gorner,"For the second time in six months, the U.S. Supreme Court declined to intervene in a court case challenging Illinois gun ban.",https://www.chicagotribune.com/politics/ct-illinois-gun-ban-supreme-court-20231215-ushr6sx5ebcu3jxsv66dvntnwq-story.html,2023-12-15T01:01:00Z
189,Chicago Tribune,Chicago Catholics heartened by pope’s support of blessings for same-sex couples: ‘I have never felt so affirmed’,Alysa Guffey,"The declaration by Pope Francis maintained a strict ban on same-sex marriage, leading some Catholics to warn that while it is a step toward inclusion, there is still work to be done.",https://www.chicagotribune.com/people/ct-pope-francis-same-sex-couples-chicago-20231218-gao3cpiio5hx3ie4kf47zexgfu-story.html,2023-12-18T23:54:05Z
190,Chicago Tribune,Chicago Catholics heartened by pope’s support of blessings for same-sex couples: ‘I have never felt so affirmed’,Alysa Guffey,"The declaration by Pope Francis maintained a strict ban on same-sex marriage, leading some Catholics to warn that while it is a step toward inclusion, there is still work to be done.",https://www.chicagotribune.com/people/ct-pope-francis-same-sex-couples-chicago-20231218-gao3cpiio5hx3ie4kf47zexgfu-story.html,2023-12-18T23:54:05Z
191,Chicago Tribune,"3 things we heard from the Chicago Bears, including whether Matt Eberflus regrets his defensive call on 3rd-and-15",Colleen Kane,"Chicago Bears coach Matt Eberflus said there are ""three or four"" play calls he’d like back every game.",https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-matt-eberflus-20231218-63i2ajs7rjh7xmrifsor5566hq-story.html,2023-12-18T23:06:07Z
192,Chicago Tribune,Chicago aldermen advance Gaza ceasefire resolution,A.D. Quig,"Unlike the October debate over a resolution supporting Israel shortly after hostilities began, the committee discussion on its surface was civil and almost entirely pro-Palestinian.",https://www.chicagotribune.com/politics/ct-chicago-city-council-gaza-ceasefire-palestine-resolution-20231218-djquq2dkpra7hnpmq4cu6brgb4-story.html,2023-12-18T22:44:42Z
193,Reuters,Trump would install loyalists to reshape U.S. foreign policy. Diplomats gird for “doomsday”,Towleroad,"Published by Reuters (Changes headline) By Gram Slattery, Simon Lewis, Idrees Ali, Phil Stewart WASHINGTON (Reuters) -Donald Trump in a second term would likely install loyalists in key positions in the Pentagon, State Department and CIA whose primary allegia…","http://rmb.reuters.com/rmd/rss/item/tag:reuters.com,2023:newsml_KBN3370L2:4?channel=FES376",2023-12-18T22:39:52Z
194,Reuters,"Eviction, threats and suicidal thoughts: Uganda’s LGBT community endures trying year",Towleroad,"Published by Reuters KAMPALA (Reuters) – As a Ugandan court hears a challenge on Monday to one of the world's harshest anti-LGBT laws, there's more at stake than the simple constitutionality of the statute. LGBT activists say the Anti-Homosexuality Act (AHA) …","http://rmb.reuters.com/rmd/rss/item/tag:reuters.com,2023:newsml_KBN3370DC:4?channel=FES376",2023-12-18T22:32:22Z
195,Chicago Tribune,WNBA to take a monthlong break for the 2024 Olympics — and Chicago Sky’s Kahleah Copper is looking to make the team,"Doug Feinberg, Julia Poe",The WNBA released its schedule on Monday with its usual monthlong break for the Olympics. There will be no regular season contests from July 18-Aug. 14 because of the Paris Games.,https://www.chicagotribune.com/sports/sky/ct-wnba-olympics-schedule-20231218-qx5fpjwqbngpboszorkobouzhu-story.html,2023-12-18T22:26:42Z
196,Chicago Tribune,"Marvel Studios drops Jonathan Majors following guilty verdict for harassment, assault",Adam B. Vary,"Marvel Studios has parted ways with Jonathan Majors — the actor cast to play Kang, the central antagonist in the Multiverse Saga of the Marvel Cinematic Universe — after he was convicted Dec. 18 of two misdemeanor counts of harassment and assault.",https://www.chicagotribune.com/entertainment/ct-ent-jonathan-majors-marvel-20231218-72wwje4hdzb4lpccjpspsbnhle-story.html,2023-12-18T22:14:24Z
197,Chicago Tribune,Older Americans are now earning almost as much as younger workers,Michael Sasso,"A few factors are converging to push older Americans into the workforce, and keep them there longer.",https://www.chicagotribune.com/business/ct-biz-older-americans-working-20231218-ravy6gk7wffp7gpdwx5ewk7f54-story.html,2023-12-18T21:37:30Z
198,Chicago Tribune,South Suburban Humane Society to close Homewood adoption center; fate of building uncertain,Mike Nolan,"The South Suburban Humane Society will close its adoption center in Homewood, but plans adoption pop-up events.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-humane-society-adoption-center-st-1219-20231218-gnx7eep7zzfxlirnpdawd5zbtq-story.html,2023-12-18T21:18:48Z
199,Chicago Tribune,Actor Jonathan Majors found guilty of assaulting former girlfriend in car,Jennifer Peltz and Jake Offenhartz,Jonathan Majors was convicted Monday of assaulting his former girlfriend after a two-week trial that the actor hoped would salvage his damaged reputation and restore his status as an emerging Hollywood star.,https://www.chicagotribune.com/entertainment/ct-ent-jonathan-majors-assault-20231218-cx6ke7a2zng3rjs6nhtuwqnyee-story.html,2023-12-18T20:37:18Z
200,Chicago Tribune,"Afternoon Briefing: Migrant boy, 5, dies during shelter stay",Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-dec18-20231218-vzrbjxvcdne3vkbddbhmulmjw4-story.html,2023-12-18T20:09:45Z
201,Chicago Tribune,Zach LaVine reportedly could be interested in the Sacramento Kings — or a future with the Chicago Bulls,Julia Poe,Zach LaVine's trade interest outside of the Los Angeles Lakers might include the Sacramento Kings — or even an extended stay with the Chicago Bulls — according to a report.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-zach-lavine-sacramento-kings-trade-20231218-i62rarhaxjgidlfbyjhmixbe6e-story.html,2023-12-18T19:38:53Z
202,Chicago Tribune,"James McCaffrey, ‘Max Payne’ and ‘Alan Wake 2′ voice actor, dies at 65",Jordan Moreau,"James McCaffrey, an actor who provided the voice of Max Payne in the popular video game series and most recently voiced Alex Casey in “Alan Wake 2,” died Sunday after a battle with cancer, Variety has confirmed with his manager. He was 65.",https://www.chicagotribune.com/entertainment/ct-ent-james-mccaffrey-dies-20231218-v2fibom37nc7vczmyzwderhgjm-story.html,2023-12-18T19:17:30Z
203,Chicago Tribune,Purdue jumps back to No. 1 in the latest men’s college basketball poll,Aaron Beard,Purdue’s slide from No. 1 in The Associated Press men’s college basketball poll turned out to be brief.,https://www.chicagotribune.com/sports/college/ct-college-basketball-poll-20231218-wnntryh6jfe5zhajdo7jzwufi4-story.html,2023-12-18T18:21:42Z
204,Chicago Tribune,Lawyer for ex-Speaker Michael Madigan confidant to seek delay in upcoming trial as Supreme Court to weigh in on bribery statute,Jason Meisner,The lawyer for a co-defendant of ex-House Speaker Michael Madigan told a federal judge Monday he will seek to delay the landmark case set for April after the U.S. Supreme Court decided to take up a Chicago-area case dealing with how the feds charge the briber…,https://www.chicagotribune.com/news/criminal-justice/ct-comed-four-bribery-case-michael-madigan-sentencing-delayed-20231218-hw2w3d3ctzadtfvvynr4ay4m4i-story.html,2023-12-18T18:10:39Z
205,Chicago Tribune,Will Zach LaVine be traded? What about DeMar DeRozan or Alex Caruso? Latest Chicago Bulls news about the NBA trade deadline.,Julia Poe,"The NBA trade deadline is fast approaching, and the Chicago Bulls will be sellers. Here’s what to know about the likeliest players to be traded — and where they might land.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-nba-trade-deadline-20231218-bwftbaqtr5ccbmhrfvk4pzcr6y-story.html,2023-12-18T17:51:50Z
206,Chicago Tribune,WNBA changes Commissioner’s Cup format with each team playing 5 games over a 2-week period,Doug Feinberg,"The WNBA is changing its Commissioner’s Cup format, playing half as many games and contesting them all during a two-week period in early June.",https://www.chicagotribune.com/sports/sky/ct-wnba-commissioners-cup-20231218-b3ra2vu5tbarvo75cppj2zsfge-story.html,2023-12-18T17:24:41Z
